ts,ts,real_temp,min,max,mean,delta_t,integ,rmsd,doors,cabine
2017-12-31 00:00:00,2017-12-31 00:00:00,23.53333333333333,0.8999999999999999,0.9076923076923078,0.905128205128205,0.0,0.0069526627218936665,0.007692307692307887,0.0,0.0
2017-12-31 00:05:00,2017-12-31 00:05:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,1.0
2017-12-31 00:10:00,2017-12-31 00:10:00,23.3,0.8961538461538462,0.8961538461538462,0.8961538461538462,0.0,0.0,0.0,0.0,1.0
2017-12-31 00:15:00,2017-12-31 00:15:00,23.2,0.8923076923076922,0.8923076923076922,0.8923076923076922,0.0,0.0,0.0,0.0,1.0
2017-12-31 00:25:00,2017-12-31 00:25:00,23.1,0.8884615384615385,0.8884615384615385,0.8884615384615385,0.0,0.0,0.0,0.0,1.0
2017-12-31 00:50:00,2017-12-31 00:50:00,22.9,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.0,0.0,0.0,0.0,1.0
2017-12-31 01:20:00,2017-12-31 01:20:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,0.0,1.0
2017-12-31 01:25:00,2017-12-31 01:25:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,0.0,0.0
2017-12-31 01:30:00,2017-12-31 01:30:00,22.7,0.8730769230769231,0.8730769230769231,0.8730769230769231,0.0,0.0,0.0,0.0,0.0
2017-12-31 01:35:00,2017-12-31 01:35:00,22.6,0.8653846153846154,0.8730769230769231,0.8692307692307693,0.0,0.006686390532544355,0.007692307692307665,0.0,0.0
2017-12-31 01:40:00,2017-12-31 01:40:00,22.866666666666664,0.8769230769230769,0.8807692307692307,0.8794871794871794,0.0,0.0033801775147928883,0.0038461538461538325,0.0,1.0
2017-12-31 01:50:00,2017-12-31 01:50:00,23.0,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.0,0.0,0.0,0.0,1.0
2017-12-31 01:55:00,2017-12-31 01:55:00,22.9,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.0,0.0,0.0,0.0,1.0
2017-12-31 02:10:00,2017-12-31 02:10:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,0.0,1.0
2017-12-31 02:20:00,2017-12-31 02:20:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,0.0,0.0
2017-12-31 02:25:00,2017-12-31 02:25:00,22.7,0.8730769230769231,0.8730769230769231,0.8730769230769231,0.0,0.0,0.0,0.0,0.0
2017-12-31 02:30:00,2017-12-31 02:30:00,22.9,0.8769230769230769,0.8846153846153846,0.8807692307692307,0.0,0.006775147928994058,0.007692307692307665,0.0,0.0
2017-12-31 02:35:00,2017-12-31 02:35:00,23.200000000000003,0.8884615384615385,0.8961538461538462,0.8923076923076925,0.0,0.006863905325443762,0.007692307692307665,0.0,0.0
2017-12-31 02:40:00,2017-12-31 02:40:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
2017-12-31 02:45:00,2017-12-31 02:45:00,23.5,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.0,0.0,0.0,0.0,0.0
2017-12-31 02:50:00,2017-12-31 02:50:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,0.0
