ts,ts,real_temp,min,max,mean,delta_t,integ,rmsd,doors,cabine
2017-12-31 01:06:00,2017-12-31 01:06:00,23.0,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:24:00,2017-12-31 01:24:00,23.1,0.8884615384615385,0.8884615384615385,0.8884615384615385,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:39:00,2017-12-31 01:39:00,23.3,0.8961538461538462,0.8961538461538462,0.8961538461538462,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:42:00,2017-12-31 01:42:00,23.1,0.8884615384615385,0.8884615384615385,0.8884615384615385,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:48:00,2017-12-31 01:48:00,23.1,0.8884615384615385,0.8884615384615385,0.8884615384615385,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:51:00,2017-12-31 01:51:00,23.0,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.0,0.0,0.0,1.0,1.0
2017-12-31 01:57:00,2017-12-31 01:57:00,22.9,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.0,0.0,0.0,1.0,1.0
2017-12-31 02:06:00,2017-12-31 02:06:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,1.0
2017-12-31 02:18:00,2017-12-31 02:18:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,1.0
2017-12-31 02:36:00,2017-12-31 02:36:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,0.0
2017-12-31 02:42:00,2017-12-31 02:42:00,22.55,0.8653846153846154,0.8692307692307693,0.8673076923076923,0.0,0.0033357988165680355,0.0038461538461538325,1.0,0.0
2017-12-31 02:54:00,2017-12-31 02:54:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,0.0
2017-12-31 03:12:00,2017-12-31 03:12:00,22.7,0.8730769230769231,0.8730769230769231,0.8730769230769231,0.0,0.0,0.0,1.0,0.0
2017-12-31 03:33:00,2017-12-31 03:33:00,22.65,0.8653846153846154,0.8769230769230769,0.8711538461538461,0.0,0.010051775147928958,0.011538461538461497,1.0,0.0
2017-12-31 03:36:00,2017-12-31 03:36:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,1.0
2017-12-31 03:39:00,2017-12-31 03:39:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,1.0
2017-12-31 03:45:00,2017-12-31 03:45:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,1.0
2017-12-31 04:03:00,2017-12-31 04:03:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,1.0
2017-12-31 04:48:00,2017-12-31 04:48:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:00:00,2017-12-31 05:00:00,22.5,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:15:00,2017-12-31 05:15:00,22.5,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:24:00,2017-12-31 05:24:00,22.4,0.8615384615384615,0.8615384615384615,0.8615384615384615,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:27:00,2017-12-31 05:27:00,22.5,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:30:00,2017-12-31 05:30:00,22.6,0.8692307692307693,0.8692307692307693,0.8692307692307693,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:33:00,2017-12-31 05:33:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:39:00,2017-12-31 05:39:00,22.9,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:45:00,2017-12-31 05:45:00,23.0,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:51:00,2017-12-31 05:51:00,23.2,0.8923076923076922,0.8923076923076922,0.8923076923076922,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:54:00,2017-12-31 05:54:00,23.3,0.8961538461538462,0.8961538461538462,0.8961538461538462,0.0,0.0,0.0,1.0,0.0
2017-12-31 05:57:00,2017-12-31 05:57:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,1.0,0.0
2017-12-31 06:00:00,2017-12-31 06:00:00,23.5,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.0,0.0,0.0,1.0,0.0
2017-12-31 06:03:00,2017-12-31 06:03:00,23.7,0.9115384615384615,0.9115384615384615,0.9115384615384615,0.0,0.0,0.0,1.0,0.0
2017-12-31 06:12:00,2017-12-31 06:12:00,23.6,0.9076923076923078,0.9076923076923078,0.9076923076923078,0.0,0.0,0.0,1.0,0.0
2017-12-31 06:21:00,2017-12-31 06:21:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,1.0,0.0
2017-12-31 07:00:00,2017-12-31 07:00:00,23.3,0.8961538461538462,0.8961538461538462,0.8961538461538462,0.0,0.0,0.0,1.0,0.0
2017-12-31 07:06:00,2017-12-31 07:06:00,23.4,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,1.0,0.0
2017-12-31 07:09:00,2017-12-31 07:09:00,23.25,0.8923076923076922,0.8961538461538462,0.8942307692307693,0.0,0.003439349112426122,0.0038461538461539435,1.0,0.0
2017-12-31 07:12:00,2017-12-31 07:12:00,23.1,0.8884615384615385,0.8884615384615385,0.8884615384615385,0.0,0.0,0.0,1.0,0.0
2017-12-31 07:18:00,2017-12-31 07:18:00,22.9,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.0,0.0,0.0,1.0,0.0
2017-12-31 07:21:00,2017-12-31 07:21:00,22.8,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.0,0.0,0.0,1.0,0.0
