delta_t,min_temp,max_temp,mean,integ,rmsd,doors,cabine
0.0,0.9,0.907692307692,0.905128205128,0.0069526627218936665,0.007692307692307887,0.0,0.0
0.0,0.876923076923,0.9,0.889102564103,0.020502958579881582,0.023076923076922995,0.0,1.0
0.0,0.865384615385,0.880769230769,0.874358974359,0.013431952662721848,0.01538461538461533,0.0,0.0
0.0,0.876923076923,0.884615384615,0.880769230769,0.006775147928994058,0.007692307692307665,0.0,1.0
0.0,0.865384615385,0.903846153846,0.880615384615,0.034023668639053234,0.038461538461538436,0.0,0.0
0.0,0.873076923077,0.873076923077,0.873076923077,0.0,0.0,0.0,1.0
0.0,0.873076923077,0.873076923077,0.873076923077,0.0,0.0,0.0,0.0
0.0,0.865384615385,0.865384615385,0.865384615385,0.0,0.0,0.0,1.0
0.180769230769,0.865384615385,0.915384615385,0.905288461538,0.04451923076923081,0.050000000000000044,0.0,0.0
0.0,0.903846153846,0.919230769231,0.913076923077,0.014023668639053202,0.01538461538461533,0.0,1.0
0.0,0.888461538462,0.903846153846,0.897435897436,0.013786982248520664,0.01538461538461533,0.0,0.0
0.0,0.888461538462,0.903846153846,0.897692307692,0.013786982248520664,0.01538461538461533,0.0,1.0
0.180769230769,0.884615384615,0.892307692308,0.8875,0.006834319526627194,0.007692307692307665,0.0,0.0
0.0,0.876923076923,0.892307692308,0.883653846154,0.013609467455621253,0.01538461538461533,0.0,1.0
0.0,0.869230769231,0.876923076923,0.873076923077,0.006715976331360924,0.007692307692307665,0.0,0.0
0.0,0.857692307692,0.869230769231,0.863461538462,0.009963017751479255,0.011538461538461497,0.0,1.0
0.0,0.857692307692,0.857692307692,0.857692307692,0.0,0.0,0.0,0.0
0.0,0.857692307692,0.857692307692,0.857692307692,0.0,0.0,0.0,1.0
0.0,0.857692307692,0.861538461538,0.859615384615,0.0033062130177513725,0.0038461538461537215,0.0,0.0
0.0,0.861538461538,0.865384615385,0.862820512821,0.0033210059171598473,0.0038461538461539435,0.0,1.0
0.0,0.857692307692,0.861538461538,0.859615384615,0.0033062130177513725,0.0038461538461537215,0.0,0.0
0.0,0.857692307692,0.857692307692,0.857692307692,0.0,0.0,0.0,1.0
0.0,0.857692307692,0.869230769231,0.862820512821,0.009963017751479255,0.011538461538461497,0.0,0.0
0.0,0.853846153846,0.873076923077,0.864743589744,0.016605029585798854,0.019230769230769273,0.0,1.0
0.0692307692308,0.853846153846,0.903846153846,0.885483870968,0.04394230769230774,0.050000000000000044,0.0,0.0
0.0,0.888461538462,0.888461538462,0.888461538462,0.0,0.0,0.0,1.0
0.0230769230769,0.857692307692,0.911538461538,0.880822649573,0.04763313609467448,0.053846153846153766,0.0,0.0
0.0,0.880769230769,0.880769230769,0.880769230769,0.0,0.0,0.0,1.0
0.0,0.853846153846,0.892307692308,0.867482517483,0.033579881656804714,0.038461538461538436,0.0,0.0
0.0461538461538,0.823076923077,0.896153846154,0.870013986014,0.06281804733727818,0.07307692307692315,0.0,1.0
0.0,0.838461538462,0.846153846154,0.841346153846,0.00647928994082838,0.007692307692307665,0.0,0.0
0.0,0.834615384615,0.842307692308,0.838461538462,0.006449704142011811,0.007692307692307665,0.0,1.0
0.0461538461538,0.746153846154,0.857692307692,0.792599067599,0.08944526627218949,0.1115384615384617,0.0,0.0
0.0,0.761538461538,0.796153846154,0.778846153846,0.026960059171597536,0.03461538461538449,0.0,1.0
0.157692307692,0.757692307692,0.865384615385,0.813584288052,0.08739644970414207,0.10769230769230775,0.0,0.0
0.0,0.846153846154,0.865384615385,0.856153846154,0.016457100591716012,0.019230769230769273,0.0,1.0
0.0,0.838461538462,0.857692307692,0.847435897436,0.016309171597633173,0.019230769230769273,0.0,0.0
0.0,0.838461538462,0.853846153846,0.845192307692,0.013017751479289894,0.01538461538461533,0.0,1.0
0.0,0.826923076923,0.838461538462,0.833333333333,0.009607988165680531,0.011538461538461608,0.0,0.0
0.0,0.815384615385,0.826923076923,0.820512820513,0.009474852071005884,0.011538461538461497,0.0,1.0
0.0,0.815384615385,0.815384615385,0.815384615385,0.0,0.0,0.0,0.0
0.0,0.807692307692,0.815384615385,0.811538461538,0.006242603550295836,0.007692307692307665,0.0,1.0
0.0192307692308,0.8,0.834615384615,0.815064102564,0.028291420118343093,0.03461538461538449,0.0,0.0
