ts,ts,min,max,mean,delta_t,integ,rmsd,doors
2017-12-31 01:00:00,2017-12-31 01:00:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 01:20:00,2017-12-31 01:20:00,23.1,23.1,23.1,0.0,0.0,0.0,1.0
2017-12-31 01:40:00,2017-12-31 01:40:00,23.1,23.3,23.166666666666668,0.0,4.639999999999984,0.1999999999999993,1.0
2017-12-31 01:50:00,2017-12-31 01:50:00,22.9,23.0,22.95,0.0,2.2950000000000323,0.10000000000000142,1.0
2017-12-31 02:00:00,2017-12-31 02:00:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 02:10:00,2017-12-31 02:10:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 02:30:00,2017-12-31 02:30:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 02:40:00,2017-12-31 02:40:00,22.5,22.6,22.55,0.0,2.2550000000000323,0.10000000000000142,1.0
2017-12-31 02:50:00,2017-12-31 02:50:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 03:10:00,2017-12-31 03:10:00,22.7,22.7,22.7,0.0,0.0,0.0,1.0
2017-12-31 03:30:00,2017-12-31 03:30:00,22.5,22.8,22.674999999999997,0.0,6.795000000000017,0.3000000000000007,1.0
2017-12-31 03:40:00,2017-12-31 03:40:00,22.8,22.8,22.8,0.0,0.0,0.0,1.0
2017-12-31 04:00:00,2017-12-31 04:00:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 04:40:00,2017-12-31 04:40:00,22.6,22.6,22.6,0.0,0.0,0.0,1.0
2017-12-31 05:00:00,2017-12-31 05:00:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2017-12-31 05:10:00,2017-12-31 05:10:00,22.5,22.5,22.5,0.0,0.0,0.0,1.0
2017-12-31 05:20:00,2017-12-31 05:20:00,22.4,22.5,22.45,0.0,2.2450000000000316,0.10000000000000142,1.0
2017-12-31 05:30:00,2017-12-31 05:30:00,22.6,22.9,22.76666666666667,0.0,6.824999999999935,0.29999999999999716,1.0
2017-12-31 05:40:00,2017-12-31 05:40:00,23.0,23.0,23.0,0.0,0.0,0.0,1.0
2017-12-31 05:50:00,2017-12-31 05:50:00,23.2,23.4,23.3,0.0,4.659999999999983,0.1999999999999993,1.0
2017-12-31 06:00:00,2017-12-31 06:00:00,23.5,23.7,23.6,0.0,4.719999999999984,0.1999999999999993,1.0
2017-12-31 06:10:00,2017-12-31 06:10:00,23.6,23.6,23.6,0.0,0.0,0.0,1.0
