ts,value
2017-12-31 14:21:04.243,1.0
2017-12-31 14:22:04.246,0.0
2017-12-31 14:26:04.246,1.0
2017-12-31 14:27:04.246,0.0
2017-12-31 14:53:34.241,1.0
2017-12-31 15:14:34.241,0.0
2017-12-31 15:15:34.241,0.0
2017-12-31 16:20:34.243,0.0
2017-12-31 16:22:34.241,1.0
2018-01-01 16:27:04.246,0.0
2018-01-01 16:29:34.241,1.0
2018-01-01 17:17:04.241,0.0
2018-01-01 17:18:34.268,0.0
2018-01-01 17:57:04.243,0.0
2018-01-01 17:59:04.243,1.0
2018-01-02 00:27:04.241,0.0
2018-01-02 00:28:34.245,1.0
2018-01-02 00:30:34.245,0.0
2018-01-02 03:39:34.245,1.0
2018-01-02 03:40:53.324,0.0
2018-01-02 03:41:04.241,0.0
2018-01-02 09:02:34.250,1.0
2018-01-02 16:11:34.245,0.0
2018-01-02 16:34:04.241,1.0
2018-01-03 09:06:04.241,0.0
2018-01-03 09:33:12.241,0.0
2018-01-03 17:58:42.241,0.0
2018-01-03 18:36:42.245,1.0
2018-01-04 00:45:42.244,0.0
2018-01-04 19:32:12.241,1.0
2018-01-05 17:24:42.245,0.0
2018-01-05 17:26:42.245,1.0
2018-01-06 02:38:42.245,0.0
2018-01-06 02:46:12.243,1.0
2018-01-06 02:47:25.487,0.0
2018-01-06 16:12:42.243,0.0
2018-01-06 17:02:12.241,1.0
2018-01-07 20:08:42.243,0.0
2018-01-07 21:58:42.243,1.0
2018-01-08 01:26:12.245,0.0
2018-01-08 04:16:42.241,1.0
2018-01-08 17:37:12.241,0.0
2018-01-08 21:12:42.246,1.0
2018-01-09 08:24:42.240,0.0
2018-01-09 08:41:21.339,0.0
2018-01-09 16:39:51.339,0.0
2018-01-09 21:23:51.342,1.0
2018-01-10 18:51:51.338,0.0
2018-01-10 19:58:21.343,1.0
2018-01-11 02:28:51.338,0.0
2018-01-11 20:21:21.342,1.0
2018-01-12 01:40:51.338,0.0
2018-01-12 04:11:51.339,1.0
2018-01-12 17:37:51.346,0.0
2018-01-12 21:31:51.343,1.0
2018-01-12 22:23:21.343,0.0
2018-01-13 05:10:21.338,1.0
2018-01-13 17:04:21.343,0.0
2018-01-13 18:50:21.338,1.0
2018-01-14 19:12:21.343,0.0
2018-01-14 19:13:21.343,1.0
2018-01-14 19:17:51.346,0.0
2018-01-14 19:29:21.343,1.0
2018-01-15 04:11:21.343,0.0
2018-01-15 08:36:51.343,1.0
2018-01-15 08:40:36.342,0.0
2018-01-15 08:41:06.341,0.0
2018-01-15 09:13:54.338,0.0
2018-01-15 09:27:48.343,0.0
2018-01-15 09:31:12.690,0.0
2018-01-15 09:31:42.693,0.0
2018-01-15 09:42:42.776,1.0
2018-01-15 11:23:10.690,1.0
2018-01-15 11:24:57.822,1.0
2018-01-15 11:32:25.694,1.0
2018-01-15 11:51:36.354,1.0
2018-01-15 11:54:34.704,1.0
2018-01-15 11:56:20.768,1.0
2018-01-15 11:57:18.694,1.0
2018-01-15 11:58:50.315,1.0
2018-01-15 12:06:48.690,1.0
2018-01-15 12:08:19.155,1.0
2018-01-15 22:27:46.693,1.0
2018-01-16 02:53:46.695,0.0
2018-01-16 02:55:46.694,1.0
2018-01-16 02:57:16.694,0.0
2018-01-16 21:44:46.694,1.0
2018-01-16 21:55:16.694,0.0
2018-01-17 21:22:46.694,1.0
2018-01-18 17:35:16.702,0.0
2018-01-18 21:33:16.696,1.0
2018-01-19 02:29:16.699,0.0
2018-01-19 04:30:16.694,1.0
2018-01-19 08:34:46.692,0.0
2018-01-19 20:35:16.690,1.0
2018-01-19 22:05:46.700,0.0
2018-01-20 20:31:16.698,1.0
2018-01-21 03:42:46.690,0.0
2018-01-21 05:35:16.695,1.0
2018-01-21 09:15:16.696,0.0
2018-01-21 09:50:46.690,1.0
2018-01-21 19:07:46.696,0.0
2018-01-21 22:26:16.699,1.0
2018-01-22 03:37:16.694,0.0
2018-01-23 00:20:16.694,1.0
2018-01-23 03:02:46.695,0.0
2018-01-23 05:10:16.695,1.0
2018-01-23 19:19:16.696,0.0
2018-01-23 22:38:46.690,1.0
2018-01-23 23:48:16.690,0.0
2018-01-24 04:05:16.690,1.0
2018-01-25 05:43:16.700,0.0
2018-01-25 06:24:46.694,1.0
2018-01-26 03:04:46.695,0.0
2018-01-26 03:05:46.701,0.0
2018-01-26 20:11:16.694,0.0
2018-01-26 22:17:16.695,1.0
2018-01-27 19:40:16.690,0.0
2018-01-28 00:26:16.695,1.0
2018-01-28 01:11:16.694,0.0
2018-01-28 22:56:16.694,1.0
2018-01-29 05:27:16.689,0.0
2018-01-29 05:31:16.698,0.0
2018-01-29 18:59:16.690,0.0
2018-01-29 20:00:16.691,1.0
2018-01-29 22:39:16.696,0.0
2018-01-30 05:57:16.691,1.0
2018-01-30 07:56:46.698,0.0
2018-01-30 08:00:52.694,0.0
2018-01-30 18:25:52.697,0.0
2018-01-30 19:58:52.691,1.0
2018-01-31 03:10:52.690,0.0
2018-01-31 04:17:52.690,1.0
2018-01-31 22:24:52.694,0.0
2018-01-31 23:32:22.694,1.0
